ID,region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,Predicted_Donor,Predicted_Donation_Amount
7041,ter5,0,4,5,1,4,298,47,74,2,121,315,5,7,21,10,4.17,0,5.08
7045,ter4,0,4,6,1,9,133,43,46,6,26,66,15,21,18,5,20.28,0,0.27
7048,ter4,1,5,6,0,4,247,27,45,14,63,117,16,13,18,4,10.74,0,0.0
7052,ter5,1,3,6,0,3,212,39,51,8,81,107,20,10,16,4,12.57,0,0.59
7056,ter4,0,3,5,0,8,217,39,62,1,81,119,87,41,22,4,30.23,0,4.7
7058,ter2,1,2,2,0,9,323,87,105,1,35,62,16,15,15,11,11.98,0,3.76
7062,ter1,0,4,4,1,8,109,19,25,24,29,67,14,23,10,5,14.74,0,0.29
7063,ter2,1,2,5,0,8,76,20,23,30,79,111,9,8,16,4,7.6,1,10.54183606921343
7070,ter3,1,2,4,1,1,163,22,46,32,46,67,43,28,36,5,37.01,0,0.46
7074,ter3,1,2,2,0,5,174,56,56,3,70,111,12,10,17,3,10.87,0,0.26
7076,ter3,1,3,5,1,8,259,106,106,0,53,96,8,12,14,3,7.23,0,6.64
7077,ter5,1,3,6,0,6,126,13,31,53,26,69,19,20,9,6,11.7,0,0.0
7083,ter3,1,2,2,1,0,105,15,33,34,18,26,24,18,23,5,12.78,0,0.14
7086,ter2,1,1,2,0,0,177,61,61,4,13,51,16,11,18,4,10.75,0,4.45
7091,ter1,1,0,1,1,8,348,77,96,0,33,60,8,6,18,6,8.87,1,9.34901196172249
7097,ter5,1,2,3,1,9,227,24,56,9,64,96,8,8,15,4,6.31,0,1.85
7100,ter2,1,2,7,1,9,142,40,48,8,48,68,29,18,24,6,13.34,0,0.15
7103,ter3,1,0,3,1,8,174,32,61,13,89,130,19,11,35,6,5.44,1,11.733001707571935
7111,ter2,1,3,3,1,4,175,57,62,4,57,65,9,8,29,6,6.97,0,1.405
7113,ter4,1,2,4,1,9,277,27,62,10,66,94,11,12,21,3,8.9,1,8.94595156063819
7130,ter5,0,1,4,0,0,179,38,38,8,62,161,11,9,26,3,7.31,0,0.58
7132,ter5,1,2,2,1,8,117,26,39,17,53,79,13,8,21,6,8.2,0,0.0
7136,ter4,1,2,2,1,8,215,43,57,4,125,199,8,8,20,4,7.36,0,0.53
7138,ter5,0,2,4,0,8,168,35,48,24,16,50,23,14,8,6,14.78,0,0.13
7139,ter4,0,1,4,0,9,196,28,42,14,61,78,14,21,14,5,9.74,0,0.71
7143,ter5,1,1,5,0,5,273,64,64,4,24,39,34,29,37,6,22.09,0,1.84
7145,ter4,1,1,4,1,1,141,16,43,30,22,60,11,10,20,7,11.74,0,0.42
7147,ter5,1,4,5,1,9,158,17,35,30,93,253,11,8,21,3,19.74,0,1.8
7155,ter1,1,2,4,1,9,169,46,67,10,25,53,15,10,10,5,10.29,0,1.85
7158,ter3,1,3,3,0,7,161,26,64,12,104,170,13,20,11,4,8.61,0,1.0
7161,ter4,1,2,3,0,8,223,64,64,5,72,134,13,14,22,3,9.09,0,1.550730158730159
7167,ter4,1,2,4,1,4,152,39,43,18,14,46,12,12,34,4,6.57,0,0.12
7178,ter3,1,5,2,1,8,144,42,46,9,75,216,216,31,8,6,39.95,0,3.82
7179,ter2,1,4,4,1,5,158,31,75,17,83,111,14,10,24,5,6.48,1,8.729185467986264
7180,ter3,1,0,2,1,0,203,42,62,11,43,115,30,18,8,3,15.77,0,4.92
7181,ter4,1,1,1,0,3,162,51,52,8,46,85,11,8,9,6,3.66,0,0.33
7184,ter1,1,3,2,1,8,170,25,52,25,8,35,24,23,16,7,10.68,0,0.0
7188,ter5,1,5,3,0,4,145,17,49,39,22,54,13,26,19,5,13.29,0,0.0
7189,ter5,0,0,7,0,4,157,44,51,4,64,88,6,5,14,9,3.67,0,1.52
7190,ter1,1,2,4,0,2,168,36,44,15,22,53,26,16,25,6,10.85,0,0.24
7193,ter2,0,2,1,1,6,192,41,55,2,20,44,29,42,15,5,21.23,0,0.28
7198,ter5,1,1,1,0,2,150,16,66,43,64,86,6,5,20,7,2.96,0,0.48
7202,ter2,1,0,4,1,6,166,43,48,5,80,128,7,8,19,7,3.92,1,13.416570742248592
7203,ter3,1,4,2,1,8,234,73,73,3,27,59,12,10,8,7,5.91,0,0.52
7204,ter1,1,0,4,1,3,113,23,38,21,48,62,28,10,20,7,15.47,1,11.465453431372548
7205,ter1,1,3,4,1,8,121,25,40,15,69,78,35,45,19,6,22.23,0,4.764161071127015
7207,ter2,0,0,6,0,5,140,30,36,24,82,152,12,6,13,4,7.2,0,7.62
7209,ter1,1,3,3,0,8,153,48,48,18,40,66,7,6,13,3,6.86,0,0.28
7213,ter4,1,2,4,0,8,257,35,78,5,74,102,12,13,11,4,11.08,0,7.03337954176056
7218,ter3,1,3,6,0,8,154,36,49,20,44,68,16,13,15,5,16.37,0,0.0
7220,ter3,1,3,2,0,7,152,29,49,15,17,44,7,11,14,4,8.02,0,0.0
7221,ter5,1,2,4,1,1,180,37,83,7,24,59,14,11,19,5,11.61,0,0.0
7227,ter3,1,3,5,1,8,116,13,31,64,46,63,8,6,22,7,6.96,0,0.29
7230,ter4,1,2,4,1,1,160,44,44,7,82,118,17,5,37,6,8.97,0,0.51
7234,ter2,1,1,4,0,8,260,51,70,5,107,149,4,4,17,4,5.21,1,11.451229808028645
7236,ter2,1,3,3,0,3,153,30,40,22,38,83,8,3,15,4,8.35,0,0.47
7242,ter2,1,2,4,0,2,73,11,25,50,36,71,5,4,23,6,7.78,0,0.49
7244,ter2,1,5,2,1,0,177,57,57,15,78,183,19,13,8,5,10.19,0,2.94
7247,ter1,1,2,2,0,8,166,88,88,7,36,68,4,4,18,6,6.57,0,0.97
7248,ter4,0,2,1,1,1,174,21,37,7,12,39,7,5,12,3,4.97,0,0.0
7249,ter1,1,3,1,0,9,270,52,107,2,63,135,50,39,20,3,15.24,0,1.15
7250,ter4,1,2,1,0,8,229,51,52,11,54,61,39,30,9,7,12.39,0,0.68
7251,ter5,0,3,5,0,9,48,16,18,37,55,93,9,7,21,4,10.9,0,1.91
7253,ter5,1,2,2,1,8,288,59,61,3,82,124,14,8,11,5,11.93,0,0.27
7254,ter4,1,3,3,1,9,92,15,45,25,20,43,26,26,20,3,15.85,0,0.4
7257,ter3,1,5,4,0,8,116,18,35,26,111,147,19,24,13,6,17.8,0,4.836471653499499
7258,ter1,1,3,5,1,5,295,52,52,2,72,116,31,24,11,7,13.46,0,1.27
7259,ter4,1,0,4,0,9,132,20,27,36,68,135,8,5,34,4,7.53,1,13.55
7263,ter2,1,1,1,0,8,152,40,50,12,45,71,12,11,15,4,9.49,0,3.65
7267,ter1,1,2,2,1,9,142,13,43,19,68,106,14,6,24,4,8.96,0,0.0
7269,ter1,0,3,4,1,9,78,18,23,23,68,131,5,7,13,4,3.82,0,0.12
7270,ter1,1,4,7,0,8,137,46,46,11,55,70,23,47,14,7,32.95,0,0.56
7271,ter2,1,2,5,1,5,119,26,41,21,24,43,17,17,13,6,9.85,0,7.654146061343215
7275,ter5,1,0,4,1,9,154,26,43,15,76,136,13,6,18,3,9.84,1,14.040455195221355
7281,ter2,0,4,4,1,5,137,12,42,30,14,37,8,5,14,4,6.94,0,0.0
7282,ter1,0,2,2,0,8,345,85,85,2,48,93,13,15,17,3,9.14,0,1.27
7283,ter1,1,0,3,0,7,131,18,33,17,74,81,5,9,17,6,5.37,1,12.361844250808396
7286,ter5,1,4,7,0,6,164,33,35,12,8,47,32,23,15,7,16.61,0,0.14
7295,ter4,1,4,1,0,4,139,30,38,14,84,94,8,10,21,3,6.25,0,0.11
7297,ter5,1,3,5,1,9,155,32,46,2,31,53,17,16,16,3,7.56,0,0.31
7301,ter5,1,2,3,1,8,320,74,74,5,63,114,12,13,13,7,7.73,0,2.4655714285714283
7302,ter2,0,4,3,1,8,135,45,60,2,90,101,15,19,27,3,8.27,0,0.09
7303,ter5,1,1,7,0,8,86,23,35,28,78,86,22,26,18,4,13.45,0,0.83
7310,ter5,0,0,4,0,0,103,20,34,32,84,142,3,2,15,7,3.32,0,3.64
7314,ter4,1,0,5,1,8,180,35,41,11,53,83,10,5,20,3,11.41,1,15.189567640821513
7315,ter4,1,1,3,0,8,171,68,68,12,45,112,15,15,39,6,10.63,0,1.45
7322,ter5,1,0,4,0,8,85,27,29,48,103,255,17,20,18,6,9.6,1,14.559832898486805
7328,ter3,1,3,2,0,9,101,17,35,38,53,99,10,6,23,5,7.27,0,0.0
7330,ter2,0,3,2,1,4,238,97,97,0,78,131,5,3,12,6,4.98,0,0.11
7331,ter2,1,2,6,1,1,248,62,78,0,37,97,97,55,20,5,35.66,0,3.78
7337,ter5,1,2,4,1,9,135,22,43,27,21,55,17,17,38,4,10.51,0,0.14
7338,ter2,1,4,3,0,2,355,87,87,1,32,48,5,4,21,3,4.35,0,0.62
7339,ter1,1,0,4,1,9,153,35,51,4,72,131,131,36,24,6,24.27,1,17.287909796978663
7340,ter3,1,0,4,0,8,97,22,32,36,21,46,16,20,14,8,8.23,1,13.034174231097692
7344,ter2,1,4,4,1,2,117,34,49,6,14,49,20,19,18,5,16.7,0,0.82
7348,ter4,1,2,5,0,9,109,39,39,18,44,52,9,6,15,3,9.32,0,1.06
7352,ter5,1,3,4,1,5,111,29,30,25,31,77,7,7,24,6,4.82,0,0.92
7354,ter2,0,2,4,1,9,238,59,59,2,96,163,8,6,20,6,5.47,1,0.0
7357,ter3,1,0,5,1,8,284,36,58,2,33,60,12,4,12,7,8.04,1,13.405175090019295
7359,ter1,1,2,6,1,8,221,23,48,30,18,44,9,5,18,5,6.1,0,0.13
7364,ter3,0,4,7,1,8,94,26,32,17,106,200,20,17,7,3,5.38,0,0.0
7369,ter3,1,3,5,1,9,302,106,106,0,28,69,19,11,15,5,16.35,0,4.57
7370,ter5,0,2,5,1,9,149,68,68,9,103,271,33,24,15,5,11.02,0,3.43
7373,ter5,1,1,2,1,3,89,10,22,60,80,90,76,34,39,5,15.91,0,0.86
7374,ter4,1,1,5,1,9,173,27,39,19,24,69,11,6,19,5,6.52,0,3.29
7376,ter4,1,0,2,1,5,122,40,40,13,52,124,6,7,15,4,6.31,0,9.603301587301589
7377,ter4,1,2,4,1,8,191,30,41,18,65,103,45,39,14,4,33.83,1,13.929570827564742
7379,ter2,1,3,7,1,9,119,31,38,17,87,113,24,18,12,7,12.93,0,0.43
7383,ter5,1,3,4,0,8,187,56,56,10,62,121,16,29,20,5,13.58,1,7.651377432874143
7384,ter2,1,3,2,1,8,151,48,74,5,49,84,28,13,18,7,20.89,0,1.57
7386,ter5,1,2,5,1,8,66,12,14,70,10,29,6,4,15,6,5.19,0,0.78
7387,ter1,0,5,1,1,3,212,47,70,6,92,109,21,22,10,3,9.94,0,0.62
7388,ter1,1,3,6,0,8,90,20,32,40,18,101,101,26,17,4,15.15,0,0.14
7390,ter2,1,2,3,0,0,108,29,32,21,33,73,15,15,21,5,14.05,0,1.03
7393,ter1,0,0,4,0,8,182,41,53,13,35,64,18,22,14,4,12.98,1,2.81
7410,ter4,0,5,4,0,8,231,42,61,2,62,91,4,5,21,4,4.04,0,0.37
7412,ter1,1,3,4,1,9,240,48,72,5,37,60,26,16,12,5,21.65,0,6.3296211745244
7416,ter4,0,3,5,1,8,86,37,37,11,66,103,19,10,9,3,15.82,0,1.28
7424,ter5,0,3,2,1,9,141,29,58,18,91,157,27,27,32,3,9.18,0,0.26
7426,ter2,1,3,2,1,8,219,82,83,3,11,47,32,17,16,5,11.37,0,5.31
7427,ter4,0,1,3,1,8,113,35,35,22,40,77,13,6,17,4,7.8,0,0.7
7433,ter2,1,0,2,0,2,191,59,66,2,25,45,13,10,36,4,10.14,0,6.440714285714286
7434,ter3,1,2,4,0,8,175,39,58,5,32,57,5,4,35,3,4.49,0,1.67
7437,ter2,1,3,3,0,1,147,50,55,9,56,86,24,15,20,4,26.97,0,1.87
7438,ter1,0,2,1,0,3,182,46,73,5,88,108,18,7,14,4,7.33,0,0.28
7443,ter3,0,2,2,1,9,128,28,42,9,73,150,18,8,8,4,9.24,0,0.15
7444,ter5,1,1,2,0,6,118,22,35,21,65,95,19,13,14,7,10.9,0,0.46
7447,ter5,0,0,6,1,9,129,17,34,52,39,54,11,11,16,3,10.65,0,5.7
7448,ter2,0,0,3,1,8,230,54,57,2,42,81,13,10,17,3,14.18,1,8.58
7451,ter5,1,3,3,1,9,135,35,58,19,49,58,28,14,15,3,16.05,0,0.96
7458,ter3,0,2,2,0,3,159,28,38,18,13,35,9,6,18,4,7.4,0,0.0
7460,ter5,1,2,1,1,8,229,59,75,2,5,30,5,5,20,5,5.03,0,0.62
7464,ter2,1,4,6,1,3,254,64,81,0,43,50,19,20,18,3,7.49,0,0.15
7472,ter4,1,3,4,0,9,237,44,72,5,115,203,16,17,29,3,10.15,0,2.2
7474,ter1,1,0,4,1,5,173,39,71,2,92,246,17,15,13,7,7.56,1,14.374477399341362
7477,ter4,1,0,2,0,3,125,22,41,34,122,202,11,7,23,3,12.47,0,5.24
7479,ter2,1,2,4,1,9,426,66,107,0,9,37,20,19,20,6,14.81,1,12.210242752885895
7486,ter5,1,0,6,1,9,167,18,39,15,22,50,8,5,14,6,8.97,0,9.796132343333559
7488,ter1,0,2,1,1,9,112,26,46,25,15,46,46,18,23,3,14.33,0,0.0
7493,ter1,1,3,6,1,7,105,35,35,20,20,49,19,30,20,3,12.91,0,0.0
7499,ter5,0,2,5,0,8,159,31,58,11,76,114,16,8,11,5,11.23,0,0.45
7505,ter4,1,0,4,1,1,663,219,219,1,31,56,6,7,17,3,4.81,0,7.17
7506,ter5,1,5,1,1,5,139,47,47,15,39,69,10,8,17,3,7.44,0,0.13
7514,ter5,1,2,4,1,8,91,27,33,21,26,56,14,11,15,6,12.25,0,1.4233333333333331
7521,ter2,1,1,3,1,8,275,65,65,1,105,171,32,13,7,5,15.88,1,8.158683601973335
7525,ter2,1,2,5,0,6,162,49,69,3,111,348,12,9,18,5,8.26,1,13.757426319616105
7527,ter3,1,2,1,1,8,121,32,35,19,115,254,13,5,38,6,6.18,0,0.0
7531,ter4,1,2,4,0,4,55,17,21,56,86,128,10,4,23,5,6.28,0,1.235
7532,ter1,0,0,1,1,8,203,30,63,4,53,68,17,12,22,5,10.52,0,0.37
7535,ter1,1,2,1,1,8,251,41,68,5,25,57,46,25,6,6,15.16,0,0.28
7541,ter3,0,1,5,0,3,166,28,43,15,69,78,6,9,26,7,4.11,0,0.99
7542,ter5,0,1,1,1,9,205,31,38,10,87,133,17,12,32,6,9.8,0,0.14
7544,ter4,0,2,6,1,0,114,22,40,56,118,256,7,5,17,5,6.84,0,0.27
7546,ter5,0,0,4,1,8,182,67,67,3,56,81,8,7,16,3,6.5,0,6.49
7550,ter5,0,4,2,1,8,110,18,36,58,19,60,8,7,27,3,5.04,0,0.0
7556,ter2,1,2,4,1,9,201,97,97,1,128,214,6,5,16,3,5.42,1,13.194392554090623
7557,ter4,1,2,5,1,7,152,25,34,9,43,71,16,12,25,3,11.34,0,0.53
7558,ter1,0,2,4,0,8,206,48,48,12,69,166,121,40,25,7,26.98,0,0.17
7559,ter2,1,2,4,1,8,166,14,40,27,40,54,16,14,6,6,7.38,0,6.791181993500764
7562,ter5,1,0,7,1,6,145,23,31,29,65,95,11,6,27,5,7.46,0,8.733649690546956
7563,ter5,1,4,4,1,0,75,19,28,43,108,247,7,9,8,7,6.83,0,0.33
7567,ter5,1,0,4,1,8,119,21,45,24,41,93,93,32,10,3,26.87,1,16.5647414021164
7571,ter3,1,2,6,0,9,703,226,305,0,50,59,23,18,24,7,11.72,0,4.24
7573,ter3,1,4,4,0,8,105,21,24,38,96,115,7,5,16,3,5.73,0,1.196206896551724
7577,ter5,1,0,4,1,2,218,47,47,9,47,79,14,11,13,3,15.99,1,12.140674390968508
7580,ter2,0,2,5,1,8,188,60,64,3,36,71,6,5,36,7,2.98,0,0.0
7581,ter4,1,2,4,1,2,90,22,22,31,46,72,30,15,17,5,13.62,0,0.13
7583,ter2,1,0,4,0,8,178,21,38,10,32,57,14,14,28,4,9.38,1,12.588640933099041
7591,ter2,1,2,3,1,3,164,22,46,22,68,110,10,10,13,7,5.47,0,1.14
7601,ter4,1,5,4,0,0,153,43,43,17,50,62,11,7,14,6,5.7,0,0.54
7608,ter5,1,3,4,1,2,140,38,48,15,105,157,7,8,24,7,4.61,0,0.79
7611,ter1,1,3,4,1,8,282,53,78,1,37,70,29,14,15,6,10.7,1,5.844642007857733
7613,ter2,1,4,4,0,0,191,41,43,15,75,177,13,16,17,7,10.8,0,4.19
7614,ter4,1,4,4,0,8,298,96,96,0,85,208,29,13,33,5,16.7,0,4.61
7615,ter5,1,2,2,0,7,161,37,37,11,28,61,50,27,13,7,31.37,0,0.28
7621,ter5,1,5,2,1,2,240,48,59,9,31,77,11,6,20,5,17.26,0,0.25
7622,ter2,0,3,2,0,9,144,73,73,3,116,284,25,12,9,6,16.05,0,1.48
7625,ter5,1,2,7,0,7,192,70,101,0,31,60,9,5,19,5,4.18,0,0.91
7635,ter5,0,2,4,1,9,421,105,135,0,31,63,63,38,9,5,24.13,0,1.27
7641,ter3,0,0,3,1,3,236,37,77,6,81,164,8,5,14,3,4.87,0,4.2
7645,ter5,1,2,5,0,8,129,27,33,15,46,77,59,19,13,3,21.11,0,2.24
7648,ter5,1,0,3,1,8,137,21,47,6,24,67,16,10,15,5,9.39,1,12.85089353227295
7657,ter5,1,4,2,0,9,190,43,51,11,89,118,32,20,34,5,14.97,0,0.27
7660,ter2,1,2,7,0,6,138,21,37,20,17,59,59,22,22,5,13.91,0,0.6
7661,ter3,0,2,2,0,8,190,26,67,14,47,96,7,5,12,4,4.19,0,0.28
7674,ter2,1,3,4,1,8,284,55,61,6,55,74,10,5,25,4,7.1,0,5.142166255766503
7679,ter3,1,2,6,1,8,213,64,64,5,48,80,41,35,39,4,14.86,0,0.0
7682,ter1,1,2,1,0,8,154,28,43,15,39,51,17,11,30,3,15.42,0,0.13
7690,ter2,1,3,3,0,2,170,40,52,9,75,146,54,47,22,6,16.05,0,8.75
7691,ter5,1,2,7,1,4,160,31,37,9,72,105,15,19,15,5,7.76,0,0.0
7701,ter5,1,3,7,1,8,92,15,31,32,138,174,16,14,38,3,13.52,0,0.39
7704,ter3,1,3,5,0,4,154,37,41,28,68,152,7,4,21,5,6.56,0,0.5
7706,ter2,1,1,4,1,4,138,30,43,24,47,61,21,17,10,3,13.2,1,10.656972610722612
7707,ter4,1,0,4,0,9,112,23,38,38,65,83,20,28,23,5,23.66,1,16.984039834538468
7708,ter1,1,0,6,1,8,216,41,47,3,13,62,4,3,35,3,4.1,1,7.9576190476190485
7709,ter1,1,4,1,1,8,172,39,54,4,17,36,19,26,17,3,12.18,0,0.0
7710,ter1,1,0,5,1,9,150,22,42,23,27,47,25,33,22,5,16.04,1,15.335679685194837
7711,ter3,1,4,5,1,8,230,46,50,8,75,92,5,7,20,6,5.54,0,3.41
7712,ter3,1,0,4,1,5,294,77,99,0,75,103,11,7,13,5,7.07,1,14.307831176960972
7725,ter4,0,3,2,0,8,148,22,56,24,99,161,25,24,29,3,11.57,0,0.7
7733,ter2,1,2,1,1,8,187,37,68,6,34,54,22,24,33,3,11.75,0,3.79
7734,ter1,1,4,6,0,9,262,42,56,4,63,80,23,20,17,4,14.44,0,0.51
7738,ter3,0,3,4,0,9,113,31,39,10,116,239,14,12,14,5,6.54,0,0.67
7741,ter4,1,1,4,1,7,142,20,35,25,47,90,6,6,31,4,6.61,0,0.95
7743,ter4,0,0,3,0,8,141,35,51,17,35,71,24,9,10,6,10.99,0,0.94
7750,ter3,1,0,3,0,9,272,35,80,6,24,65,13,17,17,3,7.33,1,13.6018111125227
7751,ter2,1,3,3,1,8,186,70,70,1,66,74,22,22,30,3,14.9,0,3.69
7753,ter2,1,4,5,0,8,112,29,31,28,114,151,20,15,40,4,11.28,0,2.17
7759,ter2,1,3,4,0,5,187,33,59,5,7,38,19,28,21,7,39.47,1,7.1254437865616955
7760,ter2,1,2,2,0,3,156,25,37,14,104,315,17,18,12,6,12.51,0,2.54
7762,ter3,1,0,2,1,4,109,27,31,30,58,101,34,30,26,3,9.99,0,6.812083333333334
7763,ter2,1,2,4,0,5,100,16,32,34,116,322,14,16,12,3,8.35,0,8.471641647241647
7766,ter5,1,5,2,0,9,428,70,136,0,25,47,15,15,14,4,10.42,0,1.68
7768,ter2,1,4,4,1,7,244,60,79,3,49,76,15,21,18,4,10.31,1,11.677092580561853
7773,ter5,1,3,3,1,3,130,37,50,5,83,97,32,28,20,4,12.85,0,1.32
7774,ter2,1,4,4,1,8,181,55,55,9,74,169,5,5,21,7,4.49,1,9.565021254141106
7780,ter5,1,2,6,0,9,86,27,33,15,93,210,9,6,23,6,6.69,0,0.12
7786,ter4,0,2,7,0,6,73,31,31,21,24,69,69,26,13,4,14.63,0,0.24
7790,ter5,0,0,5,1,7,79,8,25,56,94,83,48,23,27,4,22.67,0,4.96
7793,ter3,0,0,2,1,8,118,20,21,32,62,124,81,34,17,4,23.98,0,1.42
7794,ter3,1,2,1,1,0,328,54,86,1,26,59,4,4,26,3,3.41,0,0.72
7804,ter5,1,3,5,0,8,212,69,69,4,21,49,7,6,16,4,7.16,0,3.11
7806,ter5,1,1,4,1,9,162,60,60,5,15,42,14,14,19,3,9.69,0,4.75979797979798
7809,ter5,0,0,4,0,8,101,40,40,17,106,145,22,19,11,3,10.82,1,10.13
7810,ter3,1,2,6,1,8,126,22,56,30,71,120,9,7,18,3,14.02,0,0.0
7816,ter2,1,1,5,1,1,143,17,37,40,12,33,6,9,15,3,5.75,0,0.63
7818,ter2,1,0,4,0,0,166,23,55,15,71,101,12,10,15,4,9.13,1,9.735923264042459
7819,ter2,1,2,4,1,4,163,25,47,17,88,98,16,12,34,7,8.14,0,2.192105263157895
7821,ter2,1,4,1,0,8,97,25,27,53,51,73,31,13,39,3,14.51,0,0.26
7823,ter2,1,4,3,1,8,185,36,52,13,36,80,23,16,15,3,21.87,0,8.291139818722048
7828,ter5,0,2,5,1,8,80,12,27,45,45,50,13,14,27,4,13.99,0,0.26
7830,ter5,1,2,6,1,8,307,58,58,5,40,58,16,18,15,3,10.59,0,0.57
7834,ter1,1,3,4,0,9,99,22,24,32,76,115,33,27,37,3,13.9,0,0.28
7840,ter5,1,2,2,0,4,326,94,133,1,58,68,10,7,28,5,6.87,0,0.14
7842,ter3,1,1,6,1,9,78,17,19,44,53,64,11,11,22,7,8.75,0,1.52
7846,ter5,1,2,1,0,8,148,31,49,26,34,57,7,4,26,6,4.91,0,0.0
7848,ter4,1,3,3,0,9,192,83,83,0,51,75,14,22,23,4,10.59,0,1.79
7853,ter1,1,3,2,1,5,106,19,49,27,26,68,17,9,23,3,11.19,0,0.15
7862,ter1,1,0,5,1,9,343,102,102,0,27,53,20,17,16,5,20.49,1,14.980847783959218
7864,ter2,0,3,4,0,9,244,46,60,7,44,71,22,12,19,3,18.55,0,0.0
7869,ter3,1,2,1,1,8,327,121,121,1,60,108,8,3,17,3,8.21,0,0.66
7870,ter3,1,3,4,0,9,202,40,78,9,46,58,21,10,17,6,10.8,0,4.67850438895975
7872,ter5,1,4,6,0,6,182,28,46,10,107,184,13,6,13,3,4.41,0,0.29
7878,ter5,0,5,4,0,9,115,19,48,41,74,126,11,7,30,3,7.6,0,0.0
7882,ter4,1,4,4,0,2,222,99,99,0,68,75,23,14,25,5,10.82,0,1.39
7886,ter2,1,0,1,1,8,220,72,94,0,63,96,61,47,14,7,19.51,1,11.303333333333333
7890,ter2,1,2,2,0,3,117,23,46,36,30,70,5,7,35,6,5.46,0,0.29
7903,ter4,0,1,5,1,9,137,22,52,19,52,54,14,9,14,7,13.16,0,1.58
7909,ter1,0,4,4,0,8,108,42,42,9,14,90,36,90,22,3,34.66,0,1.27
7911,ter3,1,3,5,1,9,122,33,43,9,100,135,9,3,30,5,7.15,0,0.3
7914,ter2,1,0,5,1,9,200,29,44,10,49,146,7,4,26,3,6.66,1,10.925374233204701
7917,ter2,1,2,4,0,0,122,17,46,38,46,81,32,13,8,6,11.31,0,0.72
7922,ter2,1,4,4,0,9,177,55,66,1,62,86,17,13,24,7,10.97,1,11.97628829823225
7924,ter2,1,4,2,1,3,386,108,108,0,44,86,17,17,23,3,16.1,0,7.61
7927,ter2,1,0,6,0,4,292,76,76,6,25,62,27,15,23,4,18.56,1,13.856411631368333
7929,ter1,1,2,3,1,9,126,31,46,11,68,116,108,116,40,6,47.9,0,7.46
7931,ter4,1,2,2,0,0,141,36,36,14,61,157,7,10,25,4,6.38,0,0.9
7936,ter4,0,2,2,0,8,171,49,55,7,11,35,13,11,22,5,7.27,0,0.0
7938,ter2,1,2,3,0,9,125,54,54,6,64,86,8,9,39,3,7.34,0,0.57
7955,ter3,1,5,7,1,8,166,44,49,13,21,112,112,27,26,3,31.2,0,0.14
7961,ter5,1,2,4,1,2,124,23,33,23,35,51,51,25,15,4,16.6,0,0.0
7966,ter2,1,2,7,1,8,145,53,53,4,15,58,9,7,11,4,4.71,0,2.97
7974,ter1,1,3,4,1,3,170,52,52,11,68,122,14,9,28,3,7.57,0,0.67
7975,ter2,1,3,4,1,9,148,40,45,2,54,105,59,25,15,4,34.26,1,12.823130507747226
7988,ter5,1,2,4,1,4,148,27,35,43,54,113,17,16,9,6,10.82,0,0.66
7989,ter1,0,2,6,1,4,286,34,78,8,64,159,30,14,32,6,13.21,0,0.29
7990,ter5,1,2,1,0,3,110,22,28,42,59,98,27,25,36,6,22.0,0,0.0
7995,ter2,1,1,5,0,3,94,16,21,55,85,122,8,11,21,5,8.11,0,1.23
7996,ter1,1,2,4,1,8,223,35,59,10,39,65,14,13,36,3,13.19,0,2.46
7998,ter3,1,1,4,0,3,91,26,29,28,21,53,43,27,30,5,16.88,0,1.25
8006,ter2,1,0,2,0,9,163,29,38,15,17,62,8,4,13,7,4.03,1,11.482002253025563
8007,ter4,0,2,4,0,6,191,41,65,8,12,42,12,10,32,4,3.76,0,0.49
